FIRST NAME,,SURNAME,,AGE,,LG
SAMUEL EFFIONG,,JACOB,,173,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,174,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,175,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,176,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,177,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,178,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,179,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,180,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,181,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,182,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,183,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,184,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,185,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,186,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,187,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,188,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,189,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,190,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,191,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,192,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,193,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,194,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,195,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,196,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,197,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,198,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,199,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,200,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,201,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,202,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,203,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,204,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,205,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,206,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,207,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,208,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,209,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,210,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,211,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,212,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,213,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,214,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,215,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,216,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,217,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,218,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,219,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,220,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,221,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,222,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,223,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,224,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,225,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,226,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,227,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,228,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,229,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,230,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,231,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,232,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,233,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,234,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,235,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,236,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,237,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,238,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,239,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,240,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,241,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,242,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,243,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,244,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,245,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,246,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,247,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,248,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,249,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,250,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,251,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,252,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,253,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,254,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,255,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,256,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,257,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,258,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,259,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,260,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,261,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,262,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,263,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,264,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,265,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,266,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,267,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,268,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,269,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,270,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,271,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,272,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,273,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,274,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,275,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,276,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,277,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,278,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,279,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,280,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,281,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,282,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,283,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,284,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,285,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,286,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,287,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,288,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,289,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,290,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,291,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,292,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,293,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,294,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,295,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,296,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,297,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,298,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,299,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,300,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,301,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,302,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,303,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,304,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,305,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,306,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,307,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,308,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,309,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,310,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,311,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,312,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,313,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,314,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,315,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,316,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,317,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,318,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,319,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,320,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,321,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,322,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,323,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,324,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,325,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,326,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,327,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,328,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,329,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,330,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,331,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,332,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,333,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,334,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,335,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,336,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,337,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,338,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,339,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,340,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,341,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,342,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,343,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,344,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,345,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,346,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,347,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,348,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,349,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,350,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,351,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,352,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,353,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,354,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,355,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,356,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,357,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,358,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,359,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,360,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,361,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,362,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,363,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,364,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,365,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,366,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,367,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,368,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,369,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,370,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,371,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,372,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,373,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,374,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,375,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,376,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,377,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,378,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,379,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,380,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,381,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,382,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,383,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,384,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,385,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,386,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,387,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,388,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,389,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,390,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,391,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,392,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,393,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,394,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,395,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,396,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,397,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,398,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,399,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,400,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,401,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,402,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,403,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,404,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,405,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,406,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,407,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,408,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,409,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,410,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,411,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,412,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,413,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,414,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,415,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,416,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,417,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,418,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,419,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,420,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,421,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,422,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,423,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,424,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,425,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,426,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,427,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,428,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,429,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,430,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,431,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,432,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,433,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,434,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,435,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,436,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,437,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,438,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,439,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,440,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,441,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,442,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,443,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,444,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,445,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,446,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,447,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,448,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,449,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,450,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,451,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,452,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,453,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,454,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,455,,ESSIT EKET
